move,123428043,41813960
line,123426563,41813736
line,123426198,41812073
move,123426691,41816663
line,123428000,41813880
move,123431090,41814168
line,123431627,41814184
line,123431798,41814184
move,123429824,41814216
line,123428236,41814040
line,123428022,41813944
move,123428043,41813848
line,123428279,41813816
line,123429867,41813976
move,123431090,41814168
line,123431412,41814248
line,123431605,41814312
line,123431798,41814392
move,123430189,41813464
line,123430382,41813768
line,123431112,41814168
move,123430039,41813976
line,123431090,41814168
move,123431798,41814648
line,123431627,41814568
line,123431026,41814408
line,123429996,41814216
move,123426262,41812105
line,123425490,41812153
move,123429846,41815016
line,123429910,41815256
move,123429910,41815288
line,123429674,41816663
move,123430039,41814184
line,123429846,41815048
line,123429545,41816663
move,123430511,41811961
line,123430189,41813512
move,123430189,41813496
line,123430082,41814040
move,123429803,41814008
line,123430232,41811961
move,123429288,41816663
line,123429781,41814152
move,123425060,41814328
line,123426305,41814456
move,123425060,41814424
line,123423151,41814248
move,123424996,41814376
line,123425103,41813480
line,123425854,41813544
line,123426305,41813592
move,123426305,41813704
line,123425833,41813640
line,123425189,41813592
line,123425103,41814376
move,123423172,41814136
line,123425060,41814328
move,123423108,41814184
line,123423301,41813177
line,123423322,41812937
line,123423279,41812249
move,123423365,41812233
line,123423408,41812937
line,123423408,41813208
line,123423215,41814200
move,123426305,41814568
line,123425060,41814424
move,123426262,41812105
line,123424009,41812281
line,123423344,41812297
line,123423129,41812249
line,123423001,41812121
move,123421134,41812169
line,123421541,41813288
line,123421756,41813960
line,123421885,41814872
line,123421885,41815112
line,123421885,41815288
line,123421777,41816663
move,123421477,41816663
line,123421627,41815128
line,123421541,41814280
line,123421477,41813992
line,123421241,41813240
line,123420876,41812201
move,123443171,41810282
line,123444544,41809834
line,123444823,41809498
line,123445016,41809370
line,123446325,41808874
line,123447527,41808474
move,123443986,41810458
line,123443965,41810250
line,123443879,41810122
move,123443986,41810058
line,123444051,41810218
line,123444093,41810458
move,123448278,41809450
line,123448170,41809258
line,123447956,41809002
line,123447505,41808554
move,123447505,41808554
line,123446840,41807867
move,123447548,41808570
line,123446368,41808970
line,123445038,41809466
line,123444887,41809562
line,123444587,41809914
line,123443214,41810378
move,123447527,41808474
line,123448278,41808267
move,123446969,41807867
line,123447570,41808474
move,123447570,41808474
line,123448042,41808922
line,123448278,41809226
move,123448278,41808378
line,123447548,41808570
move,123443793,41807867
line,123443836,41808043
line,123443814,41808107
line,123443600,41808219
line,123442420,41808522
move,123442398,41808426
line,123443578,41808123
line,123443707,41808059
line,123443686,41807867
move,123443214,41810282
line,123444802,41810522
move,123444780,41810905
line,123443814,41810778
line,123442506,41810538
move,123442591,41810122
line,123443214,41810282
move,123444802,41810522
line,123446261,41810538
line,123448278,41810506
move,123444802,41810522
line,123445402,41810442
line,123448278,41810410
move,123442398,41810490
line,123441969,41810410
move,123448278,41810937
line,123446561,41810985
line,123445231,41811017
line,123444759,41810905
move,123441969,41810010
line,123442591,41810122
move,123442548,41810170
line,123442613,41809482
line,123442570,41809034
line,123442162,41807931
line,123442119,41807867
move,123448278,41810857
line,123445231,41810921
line,123444780,41810905
move,123442548,41810522
line,123441969,41811289
move,123442248,41807867
line,123442248,41807883
line,123442677,41809002
line,123442720,41809482
line,123442634,41810186
move,123448278,41810778
line,123444823,41810842
line,123444115,41810762
line,123441969,41810314
move,123441969,41810122
line,123443879,41810506
line,123444802,41810634
line,123448278,41810586
move,123436476,41815511
line,123438085,41816183
move,123436476,41814888
line,123438278,41815607
line,123438472,41815671
move,123442548,41815719
line,123441819,41816663
move,123438944,41812809
line,123438493,41812313
move,123436648,41813864
line,123438944,41813672
line,123439115,41813576
line,123439244,41813416
move,123439308,41813976
line,123439158,41813848
line,123438944,41813768
line,123436669,41813960
move,123438493,41812313
line,123438171,41812025
line,123438064,41811961
move,123438450,41815767
line,123438235,41815703
line,123436476,41815000
move,123439480,41813208
line,123438901,41812537
move,123439351,41813304
line,123438944,41812809
move,123438944,41812793
line,123438879,41812505
move,123438879,41812521
line,123438772,41812025
move,123438278,41816311
line,123439094,41816663
move,123440574,41816663
line,123438600,41815863
move,123438643,41815767
line,123440853,41816663
move,123436476,41816359
line,123437184,41816663
move,123439029,41811961
line,123439823,41813017
move,123442484,41815735
line,123442076,41815479
line,123441561,41815128
line,123440789,41814472
line,123440553,41814360
line,123440317,41814296
move,123439523,41813161
line,123439501,41812985
line,123438708,41811961
move,123440896,41813384
line,123441089,41813464
line,123441368,41813464
line,123441883,41813384
line,123442785,41813304
move,123440896,41813864
line,123440939,41814136
line,123441089,41814392
line,123441690,41814968
line,123442613,41815559
move,123442785,41813416
line,123441368,41813576
line,123441089,41813688
line,123440939,41813800
move,123440102,41814328
line,123439802,41814472
line,123439609,41814600
line,123439158,41815144
line,123438278,41816375
line,123438042,41816663
move,123436605,41816663
line,123436476,41816599
move,123437678,41816663
line,123438429,41815687
line,123439330,41814376
line,123439394,41814216
line,123439416,41814104
move,123441433,41811961
line,123440875,41812729
line,123440810,41812825
line,123440767,41812969
line,123440767,41813224
move,123440167,41812969
line,123440403,41812857
line,123440682,41812617
line,123441175,41811961
move,123435639,41815160
line,123437291,41815863
move,123436004,41814712
line,123437291,41815224
move,123436648,41813960
line,123433729,41814168
move,123431069,41815288
line,123431863,41814600
move,123436648,41813864
line,123437291,41813800
move,123437291,41813912
line,123436648,41813960
move,123435188,41815879
line,123435575,41815176
line,123436605,41813880
move,123433772,41814120
line,123433772,41814296
line,123433729,41814488
line,123433429,41815144
move,123433343,41815096
line,123433665,41814376
line,123433665,41814120
move,123436691,41813944
line,123435661,41815240
line,123435274,41815927
move,123437291,41815336
line,123435982,41814808
move,123431112,41814168
line,123431627,41814184
line,123432227,41814168
line,123436648,41813864
move,123434738,41816663
line,123435210,41816023
move,123431133,41814168
line,123431412,41814248
line,123431605,41814312
line,123435253,41815863
move,123435253,41815863
line,123437184,41816663
move,123436583,41816663
line,123435231,41816087
move,123435231,41816087
line,123434073,41815623
line,123431627,41814568
line,123431047,41814408
line,123430983,41814392
move,123427914,41811545
line,123430425,41811289
move,123426305,41812041
line,123426412,41812425
line,123426434,41812569
move,123428172,41812569
line,123428043,41811737
move,123428386,41810074
line,123429846,41809882
move,123427786,41808602
line,123426026,41808986
move,123426026,41808890
line,123427786,41808506
move,123429159,41808298
line,123427786,41808602
move,123427786,41808506
line,123429137,41808203
move,123428343,41810138
line,123427743,41808570
move,123427829,41808538
line,123428429,41810106
move,123425640,41810442
line,123426756,41810282
move,123426777,41810394
line,123425661,41810538
move,123425490,41808011
line,123425533,41808011
line,123425661,41808187
line,123426069,41808922
move,123428129,41811721
line,123428258,41812569
move,123426756,41810282
line,123428386,41810074
move,123428386,41810170
line,123426777,41810394
move,123426069,41808922
line,123426799,41810314
move,123426326,41812569
line,123426198,41812057
move,123431090,41807867
line,123429288,41808267
move,123430425,41811385
line,123427936,41811641
move,123427120,41812009
line,123426927,41811881
move,123429867,41809994
line,123428386,41810170
move,123431584,41811273
line,123430597,41811385
move,123430597,41811241
line,123431348,41811161
line,123431605,41811049
move,123427700,41811817
line,123427442,41811945
line,123427120,41812025
line,123426262,41812089
move,123426026,41811673
line,123425597,41810506
line,123425490,41809802
move,123430403,41811241
line,123430296,41811097
line,123429095,41808267
line,123428816,41807867
move,123429116,41807867
line,123429331,41808203
line,123430511,41811017
line,123430489,41811209
move,123431798,41811369
line,123430575,41811529
move,123425490,41811417
line,123425962,41811385
move,123425983,41811481
line,123425490,41811513
move,123426262,41812089
line,123425490,41812153
move,123425940,41811961
line,123425661,41812137
move,123427077,41811353
line,123427507,41811353
line,123427678,41811449
move,123425962,41811385
line,123427077,41811353
move,123426455,41811561
line,123427077,41811353
move,123430618,41811145
line,123431798,41810985
move,123425490,41809130
line,123425704,41810474
line,123426133,41811641
move,123430618,41811481
line,123430382,41812569
move,123431798,41809162
line,123431197,41809994
line,123430768,41810857
line,123430661,41811209
move,123427678,41811833
line,123426198,41811945
move,123425490,41811561
line,123426605,41811465
line,123427399,41811545
move,123427464,41811737
line,123427142,41811929
line,123426884,41811993
line,123425490,41812073
move,123430403,41811545
line,123428086,41811769
move,123430103,41812569
line,123430339,41811481
move,123425490,41811641
line,123426069,41811609
move,123430382,41811193
line,123430511,41810842
line,123430768,41810266
line,123430897,41810026
line,123431090,41809722
line,123431798,41808730
move,123428086,41811769
line,123427678,41811833
move,123426198,41811945
line,123425490,41811993
move,123426069,41811609
line,123429438,41811241
line,123430446,41811161
move,123425490,41811721
line,123426605,41811641
line,123427378,41811545
move,123427421,41811753
line,123426176,41811881
line,123425490,41811929
move,123431798,41811289
line,123427421,41811753
move,123427378,41811545
line,123430532,41811225
line,123431798,41811065
move,123421541,41810026
line,123420619,41808570
move,123423215,41809114
line,123422679,41807867
move,123420705,41808522
line,123421627,41809978
move,123420619,41808570
line,123420511,41808362
move,123420597,41808314
line,123420705,41808522
move,123422786,41807867
line,123423322,41809066
move,123420511,41808362
line,123420232,41807867
move,123420361,41807867
line,123420597,41808314
move,123420533,41808298
line,123421906,41807867
move,123422228,41807867
line,123420576,41808394
move,123424760,41810522
line,123425618,41810442
move,123425640,41810538
line,123424782,41810634
move,123423279,41812569
line,123423279,41812249
move,123423365,41812233
line,123423387,41812569
move,123420469,41810538
line,123420619,41810602
line,123420726,41810602
line,123421820,41809754
line,123424073,41808650
line,123424824,41808203
line,123425146,41807947
move,123425618,41810442
line,123426305,41810346
move,123426305,41810442
line,123425640,41810538
move,123425189,41807931
line,123425511,41808011
line,123425661,41808187
line,123426069,41808922
move,123424717,41810586
line,123424245,41808602
move,123424352,41808570
line,123424824,41810570
move,123424782,41810634
line,123420640,41811097
move,123422679,41812153
line,123422164,41812073
move,123422142,41811977
line,123422464,41811849
move,123422164,41812073
line,123421177,41812137
line,123421026,41812121
move,123421048,41812009
line,123422164,41811977
move,123420855,41812105
line,123419996,41812009
move,123419996,41811913
line,123420876,41812009
move,123420683,41808586
line,123420597,41808634
move,123420576,41808538
line,123420640,41808506
move,123420619,41811001
line,123424760,41810522
move,123420597,41808634
line,123419996,41808842
move,123419996,41808746
line,123420576,41808538
move,123425211,41808027
line,123424867,41808298
line,123424116,41808746
line,123421863,41809850
line,123420769,41810682
line,123420683,41811065
move,123426026,41811673
line,123425575,41810506
line,123425382,41809162
line,123425125,41807995
move,123422679,41811833
line,123422829,41811689
line,123423108,41811593
line,123423215,41811577
line,123425983,41811385
move,123425983,41811481
line,123423258,41811673
line,123422936,41811753
line,123422743,41811913
move,123426262,41812089
line,123424009,41812265
line,123423344,41812281
line,123423129,41812249
line,123423001,41812121
move,123425940,41811961
line,123425640,41812137
move,123425232,41807979
line,123425468,41809130
line,123425683,41810474
line,123426133,41811641
move,123420919,41812233
line,123419996,41812121
move,123419996,41811801
line,123420833,41811913
move,123422700,41811817
line,123423043,41811737
line,123426305,41811497
move,123426305,41812025
line,123423430,41812217
line,123423043,41812137
move,123422722,41811817
line,123426069,41811609
move,123423043,41812137
line,123421091,41812233
move,123421005,41811929
line,123422722,41811817
move,123426198,41811945
line,123423043,41812137
move,123419996,41809498
line,123420490,41810570
move,123420683,41811033
line,123421048,41811945
move,123420790,41811977
line,123420404,41811081
move,123419996,41811849
line,123421005,41811977
line,123424760,41811769
line,123426305,41811657
move,123426305,41811865
line,123426198,41811881
line,123423880,41812041
line,123421134,41812169
line,123419996,41812057
move,123421134,41812169
line,123421284,41812569
move,123421026,41812569
line,123420876,41812201
move,123442548,41815719
line,123441969,41816503
move,123442548,41815575
line,123444265,41813432
move,123445724,41816663
line,123445853,41815655
move,123445939,41815655
line,123445810,41816663
move,123444265,41813512
line,123443986,41813256
move,123444051,41813177
line,123444329,41813432
move,123443450,41814504
line,123445553,41815543
line,123445896,41815607
move,123445896,41815703
line,123445531,41815639
line,123443407,41814600
move,123444565,41813208
line,123444351,41813512
move,123444265,41813432
line,123444480,41813145
move,123443428,41816663
line,123443772,41816247
move,123445853,41815655
line,123446089,41814360
move,123446175,41814376
line,123445939,41815655
move,123448278,41815272
line,123447784,41815112
line,123447033,41814856
line,123444287,41813512
move,123444329,41813432
line,123447076,41814744
line,123447806,41815032
line,123448278,41815160
move,123444351,41813512
line,123442634,41815639
move,123442613,41815559
line,123443214,41815863
line,123443922,41816119
move,123442506,41815735
line,123442098,41815479
line,123441969,41815399
move,123443922,41816119
line,123444909,41816455
line,123445660,41816663
move,123441969,41813384
line,123444008,41813177
move,123441969,41815128
line,123442613,41815559
move,123444008,41813177
line,123445553,41813033
line,123447376,41812953
line,123448278,41812937
move,123444029,41813272
line,123441969,41813512
move,123448278,41813049
line,123447376,41813065
line,123445553,41813129
line,123444029,41813272
move,123443793,41816327
line,123443278,41816135
line,123442506,41815735
move,123444780,41816663
line,123443793,41816327
move,123436991,41811305
line,123436798,41811193
move,123437163,41811417
line,123436991,41811305
move,123438772,41808235
line,123438536,41808171
line,123437871,41807867
move,123438793,41808235
line,123437999,41808618
line,123437356,41809354
line,123436927,41809658
move,123436884,41809562
line,123437313,41809274
line,123437935,41808538
line,123438750,41808139
move,123438493,41812281
line,123438171,41812025
line,123437849,41811801
line,123437184,41811433
move,123438879,41812489
line,123438772,41812009
move,123438257,41810937
line,123439501,41812569
move,123439180,41812569
line,123438021,41811065
move,123437892,41810826
line,123436476,41809178
move,123436476,41809018
line,123437957,41810762
move,123436562,41810810
line,123436948,41810826
line,123437914,41810730
move,123442377,41810490
line,123441240,41810282
line,123440703,41810282
line,123440059,41810346
line,123439931,41810362
line,123439523,41810506
line,123438235,41811017
move,123437914,41810746
line,123439437,41810106
line,123439931,41809962
line,123441261,41809898
line,123442591,41810122
move,123438064,41811081
line,123437313,41811193
line,123436583,41811193
move,123436540,41810857
line,123437377,41810857
line,123437914,41810730
move,123442527,41810170
line,123442613,41809482
line,123442570,41809034
line,123442141,41807931
line,123442098,41807867
move,123442548,41810522
line,123441626,41811689
line,123440982,41812569
move,123440703,41812569
line,123442355,41810410
move,123442205,41807867
line,123442227,41807883
line,123442677,41809002
line,123442720,41809482
line,123442634,41810186
move,123442785,41810490
line,123441776,41810282
line,123440982,41810170
line,123440038,41810234
line,123439501,41810410
line,123438579,41810794
line,123438021,41811001
line,123437570,41811097
line,123436862,41811145
line,123436476,41811113
move,123436476,41810921
line,123436862,41810937
line,123437506,41810921
line,123437828,41810857
line,123438493,41810634
line,123439544,41810170
line,123439995,41810042
line,123440982,41809962
line,123441368,41809994
line,123442785,41810282
move,123436991,41811305
line,123436776,41811193
move,123431605,41811049
line,123432099,41811001
move,123431433,41811033
line,123431627,41811049
move,123432528,41811273
line,123432077,41811225
line,123431584,41811273
move,123431627,41811273
line,123431476,41811385
move,123436862,41809562
line,123437291,41809290
move,123431112,41807867
line,123430983,41807899
move,123436562,41811193
line,123436197,41811273
line,123434566,41811225
line,123432978,41811337
line,123432335,41811369
line,123431841,41811353
move,123431584,41811273
line,123430983,41811353
move,123430983,41811209
line,123431369,41811161
line,123431605,41811049
move,123431970,41810969
line,123432120,41811001
line,123433729,41810778
line,123434180,41810762
line,123435188,41810762
line,123436540,41810857
move,123431863,41811065
line,123432120,41810953
line,123433751,41810762
line,123434244,41810730
line,123435167,41810730
line,123436111,41810810
line,123436540,41810810
move,123437291,41810138
line,123435553,41808139
line,123435467,41808091
line,123435296,41808059
move,123436562,41811193
line,123434759,41811065
line,123433729,41811113
line,123431841,41811353
move,123435575,41807867
line,123435789,41808235
line,123437291,41809978
move,123436540,41810810
line,123436948,41810826
line,123437291,41810794
move,123431841,41811353
line,123430983,41811481
move,123437291,41811193
line,123436562,41811193
move,123436540,41810857
line,123437291,41810857
move,123436562,41811193
line,123436218,41811209
line,123434824,41811161
line,123433987,41811161
line,123432571,41811305
line,123431884,41811273
move,123431948,41810969
line,123433043,41810810
line,123434266,41810682
line,123435146,41810682
line,123436540,41810810
move,123430983,41811097
line,123431948,41810969
move,123432678,41807915
line,123431219,41809994
line,123430983,41810490
move,123430983,41809930
line,123431112,41809722
line,123432420,41807867
move,123431905,41811273
line,123430983,41811385
move,123430983,41811177
line,123431863,41811065
move,123437291,41811113
line,123436841,41811145
line,123435146,41811017
line,123434223,41811001
line,123431905,41811273
move,123431884,41811065
line,123433837,41810842
line,123434545,41810794
line,123436841,41810937
line,123437291,41810921
move,123428215,41806379
line,123427829,41806523
move,123427786,41806427
line,123428193,41806283
move,123425490,41808011
line,123425533,41808027
line,123425661,41808187
line,123425833,41808474
move,123430017,41803900
line,123428751,41804204
line,123427743,41804284
move,123427743,41804172
line,123428730,41804108
line,123429996,41803804
move,123429288,41808171
line,123431798,41807611
move,123431798,41807707
line,123429288,41808251
move,123425490,41806075
line,123425833,41806075
line,123427035,41806139
line,123427292,41806187
line,123427464,41806235
line,123427829,41806427
move,123427786,41806507
line,123427399,41806315
line,123427056,41806251
line,123425833,41806187
line,123425490,41806187
move,123427850,41805036
line,123425490,41804972
move,123429180,41808474
line,123429095,41808267
line,123428558,41807499
line,123428279,41806811
line,123427786,41804988
move,123427764,41804892
line,123427378,41803772
move,123428043,41804972
line,123428494,41806571
line,123428773,41807387
line,123429331,41808187
line,123429438,41808474
move,123431798,41805116
line,123431090,41805100
line,123427979,41805036
move,123427957,41804828
line,123431755,41804908
line,123431798,41804892
move,123427614,41803772
line,123428000,41804876
move,123425490,41804748
line,123427807,41804828
move,123422958,41808474
line,123422593,41807707
move,123422700,41807659
line,123423065,41808474
move,123420511,41808346
line,123419996,41807483
move,123419996,41807291
line,123420597,41808298
move,123422593,41807707
line,123422228,41806827
move,123422335,41806795
line,123422700,41807659
move,123421842,41805483
line,123421906,41805739
line,123422335,41806795
move,123422228,41806827
line,123421799,41805739
line,123421735,41805499
move,123420533,41808282
line,123422636,41807627
move,123422657,41807723
line,123420576,41808378
move,123419996,41807243
line,123422271,41806763
move,123421799,41805531
line,123420812,41805835
move,123420812,41805835
line,123419996,41806123
move,123421735,41805499
line,123421649,41804780
move,123421735,41804780
line,123421842,41805483
move,123421649,41803772
line,123421735,41804668
move,123421627,41804684
line,123421541,41803772
move,123424352,41808474
line,123424824,41808187
line,123425146,41807963
move,123425189,41807947
line,123425511,41808027
line,123425661,41808187
line,123425833,41808474
move,123424374,41806203
line,123424782,41806107
line,123425060,41806075
line,123425833,41806075
line,123426305,41806107
move,123426305,41806219
line,123425811,41806187
line,123425039,41806187
line,123424803,41806219
line,123424395,41806299
move,123422636,41807627
line,123424674,41806971
move,123424717,41807051
line,123422657,41807723
move,123425211,41808027
line,123424867,41808282
line,123424545,41808474
move,123426305,41804988
line,123423687,41804908
move,123425232,41808474
line,123425125,41807995
move,123423623,41803772
line,123423730,41804748
move,123423451,41804748
line,123423408,41804028
line,123423344,41803772
move,123423516,41804908
line,123419996,41804780
move,123425125,41808011
line,123425018,41807835
line,123424889,41807371
line,123423794,41805739
line,123423516,41805148
line,123423451,41804860
move,123423730,41804844
line,123423816,41805164
line,123423988,41805531
line,123425125,41807259
line,123425254,41807787
line,123425232,41807995
move,123419996,41804572
line,123423494,41804700
move,123425232,41807979
line,123425339,41808474
move,123423666,41804700
line,123426305,41804780
move,123441519,41806859
line,123442548,41806539
line,123442785,41806507
move,123442785,41806603
line,123442591,41806635
line,123441540,41806955
move,123438772,41808235
line,123438536,41808171
line,123436540,41807259
line,123436476,41807227
move,123442785,41804668
line,123442742,41804700
line,123442377,41804732
line,123440381,41804668
move,123440381,41804572
line,123442377,41804620
line,123442699,41804604
line,123442742,41804556
line,123442742,41803772
move,123438042,41808474
line,123438750,41808155
move,123437785,41805052
line,123437828,41803804
line,123437785,41803772
move,123437914,41803772
line,123437935,41803804
line,123437871,41805068
move,123436476,41807131
line,123436562,41807163
line,123438364,41807979
line,123438793,41808139
move,123440253,41805276
line,123436476,41805196
move,123440446,41803772
line,123440403,41805116
move,123440360,41805068
line,123442355,41805116
line,123442785,41805116
move,123442785,41805324
line,123440253,41805276
move,123442355,41808474
line,123442141,41807931
line,123441819,41807387
line,123440210,41805260
move,123436476,41804988
line,123440167,41805068
move,123440274,41805196
line,123441926,41807339
line,123442227,41807883
line,123442463,41808474
move,123440102,41805116
line,123440145,41803772
move,123437291,41807611
line,123436519,41807259
line,123435317,41806779
move,123435360,41806331
line,123432807,41806299
move,123430983,41807787
line,123432571,41807435
move,123432571,41807531
line,123430983,41807899
move,123432635,41805132
line,123432506,41804988
line,123432420,41804828
move,123432420,41804828
line,123432378,41804748
move,123431905,41804892
line,123432163,41804876
line,123432335,41804828
line,123432442,41804764
move,123435360,41806683
line,123436540,41807163
line,123437291,41807499
move,123437291,41805212
line,123435382,41805180
move,123435854,41808474
line,123435553,41808139
line,123435467,41808091
line,123435296,41808059
move,123435489,41803772
line,123435425,41805020
move,123435360,41807595
line,123435339,41808011
move,123435339,41807563
line,123435575,41807851
line,123435789,41808235
line,123436004,41808474
move,123432678,41805164
line,123431112,41805100
line,123430983,41805100
move,123430983,41804892
line,123431777,41804908
line,123432249,41804796
line,123432378,41804700
line,123432442,41804540
line,123432528,41803772
move,123435446,41805116
line,123435360,41807595
move,123435274,41808059
line,123433086,41807995
line,123432614,41807947
move,123435382,41804956
line,123437291,41805004
move,123432506,41807483
line,123432571,41806843
line,123432614,41805100
move,123432678,41807915
line,123432270,41808474
move,123432614,41805100
line,123432721,41803772
move,123431970,41808474
line,123432420,41807867
move,123433000,41803772
line,123432893,41804924
line,123432828,41806827
line,123432785,41807483
move,123436841,41802380
line,123437141,41802812
move,123437055,41802876
line,123436755,41802444
move,123435982,41799709
line,123435811,41799789
line,123435746,41799853
line,123435703,41799949
line,123435661,41800109
line,123435618,41800493
line,123435639,41800957
line,123435940,41802844
move,123430983,41802316
line,123431219,41802252
line,123432356,41801997
move,123435832,41802860
line,123435532,41800941
line,123435510,41800525
line,123435553,41800093
line,123435596,41799917
line,123435661,41799805
line,123435768,41799709
line,123435811,41799677
move,123432678,41803308
line,123432292,41803404
line,123432056,41803404
line,123431069,41803644
move,123431047,41803548
line,123432056,41803308
line,123432270,41803292
line,123432656,41803212
move,123433965,41802956
line,123434437,41802332
line,123434523,41802012
move,123434523,41802012
line,123434523,41801645
line,123434373,41801149
line,123434287,41800941
line,123434159,41800765
line,123433944,41800589
line,123433257,41800205
line,123433107,41799981
move,123433171,41799901
line,123433408,41799997
line,123434094,41800381
line,123434330,41800605
line,123434502,41800797
line,123434609,41801053
line,123434781,41801629
line,123434759,41802028
move,123434759,41802028
line,123434652,41802444
line,123434223,41803036
move,123432378,41802092
line,123431240,41802348
line,123430983,41802412
move,123435854,41802796
line,123437291,41802124
move,123435897,41802892
line,123435661,41802988
line,123435489,41803004
move,123435489,41802908
line,123435618,41802892
line,123435854,41802796
move,123433000,41802972
line,123435489,41802908
move,123435553,41802956
line,123435467,41804380
move,123432442,41804380
line,123432571,41803340
line,123432785,41803004
move,123436712,41799677
line,123436991,41799789
line,123437291,41799949
move,123437291,41800237
line,123436862,41800013
line,123436476,41799853
line,123435940,41799709
move,123431455,41799789
line,123430983,41799901
move,123437291,41802252
line,123435897,41802892
move,123432592,41801981
line,123432893,41802348
line,123433365,41802988
move,123432678,41804380
line,123432785,41803036
move,123431648,41799677
line,123432142,41800909
line,123433043,41803004
move,123432785,41803052
line,123432313,41802060
line,123431412,41799757
move,123433043,41803020
line,123433043,41803276
line,123432957,41804380
move,123441583,41799677
line,123441583,41800317
line,123441626,41800365
line,123442785,41800429
move,123442527,41803756
line,123440403,41803708
move,123442785,41800525
line,123441819,41800493
line,123441561,41800445
line,123441476,41800349
line,123441476,41799677
move,123436862,41802380
line,123437141,41802812
move,123437055,41802876
line,123436776,41802444
move,123440210,41802828
line,123437935,41802876
line,123437377,41802940
line,123437077,41802892
move,123440403,41803612
line,123442527,41803660
move,123442742,41804380
line,123442742,41803708
move,123437806,41804380
line,123437828,41803788
line,123437592,41803692
line,123437334,41803628
line,123437163,41803116
line,123437055,41802860
move,123437141,41802812
line,123437270,41803100
line,123437420,41803548
line,123437613,41803580
line,123437785,41803660
line,123437871,41803708
line,123437935,41803788
line,123437892,41804380
move,123437098,41802796
line,123437399,41802828
line,123437978,41802780
line,123439652,41802764
line,123440210,41802732
move,123442785,41801565
line,123442742,41801565
line,123440467,41801373
move,123436476,41802524
line,123438386,41801629
line,123439459,41801165
move,123440531,41801309
line,123440424,41804380
move,123440596,41799677
line,123440531,41801165
move,123439566,41801021
line,123440274,41801101
move,123436712,41799677
line,123436991,41799789
line,123438772,41800701
line,123439351,41800973
line,123439566,41801021
move,123440210,41801149
line,123440274,41799677
move,123440489,41801117
line,123442720,41801309
line,123442785,41801309
move,123439480,41801261
line,123439223,41801197
line,123438729,41800973
line,123436884,41800013
line,123436497,41799853
line,123436476,41799837
move,123439501,41801261
line,123438429,41801725
line,123436476,41802636
move,123440274,41801357
line,123439480,41801261
move,123440124,41804380
line,123440167,41802540
line,123440231,41801293
move,123419996,41803180
line,123421348,41802956
move,123421370,41803052
line,123419996,41803276
move,123421563,41803628
line,123419996,41803836
move,123419996,41803740
line,123421563,41803532
move,123419996,41801997
line,123420426,41801885
line,123421949,41801645
move,123421305,41803020
line,123420812,41801885
move,123420898,41801837
line,123421413,41802972
move,123421541,41803772
line,123421520,41803596
move,123421606,41803564
line,123421649,41803740
move,123421520,41803596
line,123421434,41803324
line,123421305,41803020
move,123421413,41802972
line,123421541,41803292
line,123421606,41803564
move,123424073,41801373
line,123422164,41801709
move,123422765,41799677
line,123423151,41800061
line,123424095,41801293
move,123419996,41801181
line,123420490,41801917
move,123421649,41803756
